Set,Accuracy,Precision,Recall,F1,F2,AUC-ROC,AUC-PR,Brier Score,Log Loss
CV (mean ± std),0.7375 ± 0.0180,0.1321 ± 0.0107,0.7837 ± 0.0273,0.2259 ± 0.0164,0.3941 ± 0.0230,0.8345 ± 0.0101,0.1966 ± 0.0336,0.1729 ± 0.0098,0.5064 ± 0.0269
